asin,title,price,imUrl,description,brand
0002008211,Haunted,NULL,http://ecx.images-amazon.com/images/I/516OPgTSrcL.jpg,NULL,NULL
0002005239,Cat's Pilgrimage,NULL,http://ecx.images-amazon.com/images/I/51E3X04JZ2L.jpg,NULL,NULL
0002111616,De Gaulle: A biography,NULL,http://ecx.images-amazon.com/images/I/41u%2B9ITkauL.jpg,NULL,NULL
0002006413,Footprints Book of Inspirations,NULL,http://ecx.images-amazon.com/images/I/31adTIlVlLL._SL500_.jpg,NULL,NULL
0001982443,"Do Look Out, Noddy! (Noddy Classic Library)",NULL,http://ecx.images-amazon.com/images/I/5169RCS264L.jpg,NULL,NULL
000200089X,"Fights of Our Lives: Elections, Leadership and the Making of Canada",NULL,http://ecx.images-amazon.com/images/I/515P6XF1Y4L.jpg,NULL,NULL
0002110326,An Artist in Africa,NULL,http://ecx.images-amazon.com/images/I/51iSJqxOM7L.jpg,NULL,NULL
000200576X,The Radiant City,9.99,http://ecx.images-amazon.com/images/I/51eLe9IZr%2BL.jpg,NULL,NULL
0002111640,Farewell to the Don,NULL,http://ecx.images-amazon.com/images/I/61pRiPf9r5L.jpg,NULL,NULL
000211268X,Frederick Barbarossa;,NULL,http://ecx.images-amazon.com/images/I/91ZxPhtHIrL.jpg,"Text: English, French (translation)",NULL
0002008475,Bad Bridesmaid : Bachelorette Brawls and Taffeta Tantrums - What We Go Through for Her Big Day,12.01,http://ecx.images-amazon.com/images/I/41NGV1GV9FL.jpg,NULL,NULL
0002006774,Bedside Manners,12.63,http://ecx.images-amazon.com/images/I/514DGMVCACL.jpg,NULL,NULL
0002103540,"The Collected Short Stories of Louis L'Amour, Vol. 1: Frontier stories",6.29,http://ecx.images-amazon.com/images/I/41c%2BkbCC1pL.jpg,NULL,NULL
0002006723,Matter of Taste,26.19,http://ecx.images-amazon.com/images/I/4174A49F79L.jpg,NULL,NULL
000200027X,Prime Ministers: Ranking Canada's Leaders (Phyllis Bruce Books),NULL,http://ecx.images-amazon.com/images/I/51fJz8CUrzL.jpg,NULL,NULL
0001485423,The Life of Sister Faustina: The Apostle of Divine Mercy [VHS],NULL,http://ecx.images-amazon.com/images/I/41kas0C4vbL._SY300_.jpg,Award winning British film director J. Paddy Nolan,NULL
0001501232,A Christian Perspective on Halloween: New Expanded Program,NULL,http://ecx.images-amazon.com/images/I/513HQE6TJKL.jpg,NULL,NULL
0002007827,Book Of Tells,NULL,http://ecx.images-amazon.com/images/I/51SB85EPBSL.jpg,NULL,NULL
0002110725,Beasts in My Bed,NULL,http://ecx.images-amazon.com/images/I/41b58hFkRqL.jpg,NULL,NULL
0002051850,For Whom the Bell Tolls,8.99,http://ecx.images-amazon.com/images/I/5122XJRJyrL.jpg,NULL,NULL
0002006715,"Lady Franklin's Revenge A True Story of Ambition, Obsession, and the Remaking of Arctic History",NULL,http://ecx.images-amazon.com/images/I/517GDRPW8ML.jpg,NULL,NULL
0002006618,Prescription for Excellence : How Innovation Is Saving Canada's Health Care System,NULL,http://ecx.images-amazon.com/images/I/41JMG44KRGL.jpg,NULL,NULL
0002113570,In the Shadow of Man,12.1,http://ecx.images-amazon.com/images/I/51iMi0zYqeL.jpg,"""An instant animal classic.""   --Time""Apart from its enormous scientific value, IN THE SHADOW OF MAN is absolutely fascinating to read as a story of discovery . . . The whole book is enthralling.""  --Boston Globe""I can't imagine a more vivid or unexpectedly moving introduction to chimpanzees in the wild than Jane Goodall's."" -- George Stade  --The New York Times""Jane Goodall's work with chimpanzees represents one of the Western world's great scientific achievements.""   --Stephen Jay Gould--This text refers to an out of print or unavailable edition of this title.",NULL
0002114038,"King's Peace, 1637-41",NULL,http://ecx.images-amazon.com/images/I/41QTcB8xCEL.jpg,NULL,NULL
0002114453,"Lion and kangaroo: The initiation of Australia, 1901-1919",NULL,http://ecx.images-amazon.com/images/I/61RfU5rUvVL._SL500_.jpg,NULL,NULL
0002007843,An Irish Heart; How a Small Immigrant Community Shaped Canada,NULL,http://ecx.images-amazon.com/images/I/51-WO%2Bt-dML.jpg,NULL,NULL
0002116448,Fire and Water: Life of Peter the Great,NULL,http://ecx.images-amazon.com/images/I/51RwPou3PHL.jpg,NULL,NULL
0002114437,Spiders (The Australian naturalist library),NULL,http://ecx.images-amazon.com/images/I/91wj4lAttWL.jpg,NULL,NULL
0002117649,Serengeti Shall not Die,NULL,http://ecx.images-amazon.com/images/I/41I8iwJuPHL.jpg,NULL,NULL
0002008394,Young Thugs: Inside the Dangerous World of Canadian Street Gangs,NULL,http://ecx.images-amazon.com/images/I/51-eEEEm2CL.jpg,NULL,NULL
0002007649,"Apple A Day: The Myths, Misconceptions and Truths About the Foods We Eat",9.99,http://ecx.images-amazon.com/images/I/41PXJdZoi4L.jpg,"Widely known in Canada from hisMontreal Gazettecolumn, and work with the Discovery Channel, Schwarcz (Let Them Eat Flax) is an entertaining guide through the tangle of conflicting research studies, advertising claims, special interest groups, age-old myths and popular opinion that make diet a cloudy subject. In short chapters he aims his microscope at such highly touted foods as tomatoes, acai berries, curry and soy; additives like nitrites, artificial sweeteners, vitamins and fluoride; contaminants including pesticides, hormones, trans fats and dioxins; and what, for him, are suspect fads. Schwarcz contends that while there are no magical foods, a diet of mostly vegetables, fruits, whole grains and low-fat dairy products and moderation are key to good health. To help readers make informed choices, he ably cuts through many controversies and will likely stir up a few (he challenges those who condemn milk consumption, espouse detoxification and promote kosher foods, for example). Schwarcz makes learning fun by peppering his text with fascinating facts (coffee contains naturally occurring carcinogens, and apples have formaldehyde). More importantly, he leaves readers with a rational framework for evaluating the complex nature of foods and how they affect health.(Jan.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.--This text refers to an alternateHardcoveredition.",NULL
0002114674,Lawrence of Arabia,41.75,http://ecx.images-amazon.com/images/I/61NCVe9QVIL.jpg,NULL,NULL
0002116138,Olduvai Gorge: My search for early man,NULL,NULL,NULL,NULL
0001945130,Duckula: Storybook,NULL,http://ecx.images-amazon.com/images/I/415xbsWLRRL.jpg,NULL,NULL
0001913093,Beryls Box,NULL,NULL,NULL,NULL
000211495X,Lion and Blue,NULL,http://ecx.images-amazon.com/images/I/61LQrMTLttL.jpg,NULL,NULL
0002103818,"The Collected Short Stories of Louis L'amour (The Adventure Stories, Volume 4)",NULL,NULL,NULL,NULL
0002006758,Who Killed the Canadian Military?,NULL,http://ecx.images-amazon.com/images/I/51Y8TGGA5SL.jpg,NULL,NULL
0002008572,GOLD DIGGERS~STRIKING IT RICH IN THE KLONDIKE,14.37,http://ecx.images-amazon.com/images/I/41PjujqMSKL.jpg,NULL,NULL
0002115581,The neophiliacs: A study of the revolution in English life in the fifties and sixties,NULL,http://ecx.images-amazon.com/images/I/41xad0iSCJL.jpg,NULL,NULL
0002115808,Beyond Habitat,NULL,http://ecx.images-amazon.com/images/I/61J2wYye34L.jpg,NULL,NULL
0001956752,THE JOURNAL OF HISTORICAL REVIEW Vol 1 Num 1 Spring 1980,NULL,http://ecx.images-amazon.com/images/I/51btyAekJdL.jpg,NULL,NULL
0001712772,I'll Teach My Dog 100 Words (Bright and Early Books),7.69,http://ecx.images-amazon.com/images/I/51HESAR69TL.jpg,Illus. in full color. Beginning readers can learn 100 different words in this story about a remarkable dog.&#160;&#160;--This text refers to theHardcoveredition.,NULL
0001526863,Steve Green: Hide 'em in Your Heart: 13 Bible Memory Music Videos for Children of All Ages [VHS],NULL,http://ecx.images-amazon.com/images/I/519MDYK5C1L._SY300_.jpg,"Songs:
Let the Little Children Come (Matthew 19:14)
Without Complaining (Philippians 2:14)
Hosanna! (Matthew 21:9&11)
Overcome Evil with Good (Romans 12:21)
This Is How We Know (I John 3:16)
Children Obey Your Parents (Ephesians 6:1)
And Jesus Grew (Luke 2:52)
When I Am Afraid (Psalm 56:3&4)
I Can Do All Things (Philippians 4:13)
Keep Your Tongue From Evil (Psalm 34:13)
You Shall Love the Lord (Matthew 22:37)
Do to Others (Matthew 7:12)
Your Word Is a Lamp (Psalm 119:105)",NULL
0002007932,"The Horse God Built: Secretariat, His Groom, Their Legacy",14.0,http://ecx.images-amazon.com/images/I/51c7kIoX4AL.jpg,NULL,NULL
0002119307,"North West to Hudson Bay, The Life and times of Jens Munk",NULL,http://ecx.images-amazon.com/images/I/51GZwWuOkwL.jpg,NULL,NULL
0001856871,Dear Olly,6.75,http://ecx.images-amazon.com/images/I/51B%2B9TmgFzL.jpg,"Michael Morpurgo MBE is one of Britain's best-loved writers for children. He has written over 100 books and won many prizes, including the Smarties Prize, the Blue Peter Book Award and the Whitbread Award. His recent bestselling novels include 'Shadow', 'A Medal for Leroy' and 'Little Manfred'.           His novel 'War Horse' has been successfully adapted as a West End and Broadway theatre play and a major film by Steven Spielberg. A former Children's Laureate, Michael is also the co-founder, with his wife Clare, of the charity Farms for City Children.--This text refers to theDigitaledition.",NULL
0002118769,Vanishing Africa,NULL,http://ecx.images-amazon.com/images/I/51%2BRtv%2B2HmL.jpg,NULL,NULL
000215126X,Churchill's Black Dog and Other Phenomena of the Human Mind,NULL,http://ecx.images-amazon.com/images/I/514RkLNy74L.jpg,NULL,NULL
0002152460,From Apes to Warlords,NULL,NULL,NULL,NULL
0002118858,Greenpeace III: Journey into the Bomb,NULL,http://ecx.images-amazon.com/images/I/611bkARzHLL.jpg,NULL,NULL
0002119366,The Great Duke,NULL,http://ecx.images-amazon.com/images/I/51VNu9VEcAL.jpg,NULL,NULL
0001982370,Noddy at the Seaside (Noddy Classic Library),NULL,http://ecx.images-amazon.com/images/I/51NTZ8JA0FL.jpg,NULL,NULL
0002153238,The Jews in America,NULL,http://ecx.images-amazon.com/images/I/51UjvUE2HDL.jpg,"A glossy, predictable paean to American Jewry by the producers of the Day in the Life series, this oversize collection of photographs traverses the country, capturing cowboys and Soviet Jewry activists, magicians and roving rabbis. The belabored point here is that Jews have special customs--circumcision, bar mitzvah, Passover seder--that set them apart, but Jews are also as American as apple pie. Hence, many of the 197 pictures, most of them color, reiterate that Jews are just regular folk: there are cozy multigenerational shots and photos of Jewish doctors, astronauts, hikers, soldiers, prisoners, casket-makers, emotionally disturbed youth. Cohen, co-editor of Christmas in America , plays up a familiar ethnic focus on food and stardom (a photograph of Steven Spielberg and his mom, Leah Adler, who owns a kosher L.A. restaurant, combines the two themes). A picture of the Jewish attorneys of a Century City law firm smacks of ghettoization and one of a woman immersing herself in a Brooklyn ritual bath is intrusive.Copyright 1989 Reed Business Information, Inc.",NULL
0002007207,"The Girl in Saskatoon: A Meditation on Friendship, Memory and Murder",NULL,http://ecx.images-amazon.com/images/I/51eIHOIhXCL.jpg,NULL,NULL
0001982435,Noddy and the Bumpy-dog (Noddy Classic Library),NULL,http://ecx.images-amazon.com/images/I/51CEZVXCQTL.jpg,NULL,NULL
0002112388,Exodus to a Hidden Valley,19.13,http://ecx.images-amazon.com/images/I/51cLicjvsvL.jpg,NULL,NULL
0002116499,Pierre Loti: Portrait of an Escapist,NULL,http://ecx.images-amazon.com/images/I/51lm7z6BkcL.jpg,NULL,NULL
000215191X,Paris: City of Light 1919-1939,NULL,http://ecx.images-amazon.com/images/I/711Y0MGW2EL.gif,NULL,NULL
0002154781,Luchino Visconti: The Flames of Passion,NULL,NULL,Text: English (translation)Original Language: French,NULL
0002111306,The companion guide to Rome,22.47,http://ecx.images-amazon.com/images/I/41MYxeXQ0cL.jpg,"Can rightly be called a classic... the definitive historical and cultural account of the city... it inspires complete faith  SUNDAY TELEGRAPH (4/00)  The best guide to Rome  SEAN SWALLOW, TRAVEL BOOKSHOP  (7/98) The best guide to Rome published for many a long year  SUNDAY TIMES  Masson writes elegantly and with warmth, and knows her subject inside out  SUNDAY TELEGRAPH--This text refers to an out of print or unavailable edition of this title.",NULL
0001983660,Bloomer: The Dog You Can Play With!,NULL,http://ecx.images-amazon.com/images/I/517P0RMQYVL.jpg,"Youngsters can take the star of Bloomer by Mandy Stanley, attached by a red string and Velcro spots, and move the pooch into different scenes throughout this oversize board book. Each activity, whether it be breakfast or bath time, offers accessories (e.g., a bone, a sponge and a scrub brush), also attached by ribbons and Velcro, for children to remove and work with.Copyright 2001 Cahners Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0001954059,Snowflake (Kitten Capers),NULL,http://ecx.images-amazon.com/images/I/717Rxr9HP6L.jpg,NULL,NULL
0002153971,In the Sewers of Lvov,14.39,http://ecx.images-amazon.com/images/I/71FomEWPnJL.jpg,NULL,NULL
0002155133,A gift for God,NULL,http://ecx.images-amazon.com/images/I/71XrLwZPrgL.jpg,NULL,NULL
0002152134,"Eternal Life?: Life After Death as a Medical, Philosophical and Theological Problem",25.2,http://ecx.images-amazon.com/images/I/41NLQPp-HhL.jpg,NULL,NULL
0002157233,One Hundred Days: The Memoirs of the Falklands Battle Group Commander,16.87,http://ecx.images-amazon.com/images/I/51XD61RBJDL.jpg,NULL,NULL
0002153327,Michael Ramsey: a Portrait,NULL,http://ecx.images-amazon.com/images/I/41t%2BGZS5ywL.jpg,NULL,NULL
0002153246,The Art of Adventure,19.86,http://ecx.images-amazon.com/images/I/41Pd7NY5DFL.jpg,"Rowell's panoramic shots of mountains--and the climbers and skiiers upon them--are well suited to the oversized format of this extravagant volume. One hundred and twenty seven color photographs allow vicarious adventurers to traverse the 285 miles of the Karakoram range in the Himalayas, freeclimb ""Astroman,"" a 1400-foot overhang on the eastern exposure of Washington Column in Yosemite Valley and circumnavigate Alaska's Mt. McKinley on skis. Most of the photos seen here are skillfully executed, exciting pictures of romantic action in obscure locations. And in several instances, Rowell ( Mountain Light ) has captured something magical: a shot of dawn on the Serengeti; an avalanche in full stride near McKinley; a rainbow emanating from Lhasa's Potala Palace in Tibet.Copyright 1989 Reed Business Information, Inc.",NULL
0001711237,Little Black Goes to the Circus,NULL,http://ecx.images-amazon.com/images/I/51qfH5YL0FL.jpg,NULL,NULL
0002151189,Chance and Necessity: Essay on the Natural Philosophy of Modern Biology,19.99,http://ecx.images-amazon.com/images/I/511gjk6t5TL.jpg,NULL,NULL
000014357X,Everyday Italian With Giada De Laurentis V2: Anytime Italian,19.79,http://ecx.images-amazon.com/images/I/51lPVGdSRJL._SY300_.jpg,,
0002113848,J.M.Barrie: Man Behind the Image,17.16,http://ecx.images-amazon.com/images/I/513eM%2BO26NL.jpg,NULL,NULL
0001983806,Pookie Believes in Santa Claus,5.39,http://ecx.images-amazon.com/images/I/51BF081P82L.jpg,"Another popular character makes an appearance in Pookie Believes in Santa Claus by Ivy Wallace. Young and old alike will delight in the nostalgic illustrations, first published in the U.K. in 1953 and newly available in the U.S.Copyright 2001 Cahners Business Information, Inc.",NULL
0002156660,Arthur C. Clarke's World of Strange Powers,NULL,NULL,NULL,NULL
0002117207,Rose Macaulay,NULL,http://ecx.images-amazon.com/images/I/51JYpLxQ9zL.jpg,NULL,NULL
0002133636,Heritage Hymns,NULL,http://ecx.images-amazon.com/images/I/51KRXJ2T6AL.jpg,NULL,NULL
0002114186,Illustrissimi: The Letters of Pope John Paul I,NULL,http://ecx.images-amazon.com/images/I/51MTj9fVVAL.jpg,"Text: English, Italian (translation)",NULL
0001844164,Lucy Jane at the Ballet,NULL,http://ecx.images-amazon.com/images/I/61%2BAz3GZuSL._SL500_.jpg,NULL,NULL
0002117274,Royal dukes: The father and uncles of Queen Victoria,NULL,NULL,NULL,NULL
0002158183,"On Happiness, U.S. Edition",NULL,http://ecx.images-amazon.com/images/I/414GNcYil1L._SL500_.jpg,"Text: English, French (translation)",NULL
0002007908,THE REBEL SELL: Why the Culture Can't Be Jammed,12.06,http://ecx.images-amazon.com/images/I/314R5YNSN4L.jpg,NULL,NULL
0002006812,Dragon Seer,NULL,http://ecx.images-amazon.com/images/I/51PufKWoRVL.jpg,NULL,NULL
0002153432,Infallible? An Inquiry,13.82,http://ecx.images-amazon.com/images/I/41hUW0dRtcL.jpg,Text: English (translation)Original Language: German,NULL
0002156849,Mary Pickford From Here to Hollywood,NULL,http://ecx.images-amazon.com/images/I/711NLqWi%2BmL.jpg,NULL,NULL
0002158426,Not without cause: David Peterson's fall from grace,NULL,http://ecx.images-amazon.com/images/I/71TqD0WC8ZL.jpg,NULL,NULL
0002007681,Soames on the Range,4.0,http://ecx.images-amazon.com/images/I/41V7BVNSDJL.jpg,"Grade 7&#8211;10&#8212;San Francisco Soames has never had a ""normal"" family. He and his siblings are named after places, his twin sisters are always getting into trouble, and his parents are former hippies. But things take a turn for the worse in their small Vermont town when his parents inform him that his father is gay. A homophobic bullying incident outside a pharmacy, in which the store's owner attempts to protect Cisco with a shotgun, turns ugly and the next thing Cisco knows, he's responsible for putting Mr. Patterson in a coma. In an attempt to give their son a fresh start, the boy's parents send him to his Uncle Vincent's ranch in middle-of-nowhere British Columbia, but Cisco's fate doesn't immediately improve upon landing on Canadian soil. He appreciates cooking and eating good food, but his uncle's moose stew is barely edible. Belgue excels at capturing the realities of small-town life. Likewise, details of the Canadian wilderness will make readers feel transported to the great white North. Unfortunately, the story suffers from uneven pacing and characters who never quite come to life. While Cisco's cooking aspirations could draw an audience, they are not a large enough part of the story and fail to carry it. Given the dearth of YA fiction featuring gay parents, this title is significant. However, the Canadian setting and other shortcomings make it a hard sell.&#8212;Jennifer Barnes, Gleason Public Library, Carlisle, MA(c) Copyright 2011. &#xA0;Library Journals LLC, a wholly owned subsidiary of Media Source, Inc.  No redistribution permitted.",NULL
0002160544,"'BYRON: THE YEARS OF FAME, AND, BYRON IN ITALY'",NULL,http://ecx.images-amazon.com/images/I/41k1DrawyZL.jpg,NULL,NULL
0002160587,Greek Adventure: Lord Byron and Other Eccentrics in the War of Independence,NULL,http://ecx.images-amazon.com/images/I/51N8fNUpxvL.jpg,NULL,NULL
0002159619,Australia Wide: A Panoramic View,NULL,http://ecx.images-amazon.com/images/I/51E1XZlQmML.jpg,NULL,NULL
0002117177,The Russian Dagger: Cold War in the Days of the Czars,NULL,http://ecx.images-amazon.com/images/I/51VD1CuFKcL.jpg,NULL,NULL
0002158388,Girls of Summer: In Their Own League,3.99,http://ecx.images-amazon.com/images/I/91kQDI6r%2BZL.jpg,NULL,NULL
0002115050,Miracle on the River Kwai,9.71,http://ecx.images-amazon.com/images/I/51A3fYTRipL.jpg,NULL,NULL
0002157462,Woman on Trial: Bambi's Story,NULL,http://ecx.images-amazon.com/images/I/41e0NiO%2BspL.jpg,NULL,NULL
0002008815,At A Loss For Words: A Post-Romantic Novel,18.95,http://ecx.images-amazon.com/images/I/21-yHiKQOqL.jpg,NULL,NULL
0002110210,Asquith - Portrait Of A Man And An Era,NULL,http://ecx.images-amazon.com/images/I/41bPBeB6zwL.jpg,NULL,NULL
0002115352,My Talks with Dean Spanley,8.06,NULL,NULL,NULL
0002157470,The Man-Eater of Punanai: A Journey of Discovery to the Jungles of Old Ceylon,NULL,http://ecx.images-amazon.com/images/I/51CRJE26VWL.jpg,NULL,NULL
0002160374,Arabia Through the Looking Glass,NULL,http://ecx.images-amazon.com/images/I/61cxNqf1g7L.jpg,NULL,NULL
0002116456,PAST FORGETTING,NULL,http://ecx.images-amazon.com/images/I/51XbjxcEbsL._SL500_.jpg,NULL,NULL
0002154129,France: The Beautiful Cookbook- Authentic Recipes from the Regions of France,NULL,http://ecx.images-amazon.com/images/I/51ED0F88FXL.jpg,"Though at first glance too luscious for the pots, pans and grease stains of the kitchen, this opulently illustrated oversize volume--travel book as much as recipe collection--can function there admirably, seducing the hungry and the restless. The latest in the publisher's series of regional cookbooks (others on Italy, China and Asia have preceded it), it will keep readers turning pages even if they never pick up a saucepan. Chapters alternate between discussing the different regions of France and offering a good selection of traditional recipes. French-born authors and cooks Marianne Comolli, Elisabeth Scotto and Michele Carles reflect on the history and geography of France with appetizers from Provence, entrees from Lyonnais and desserts from Anjou. This is hearty, not haute , cuisine: well-organized recipes are scaled for the average cook, who won't have to go in search of rare ingredients or spend hours chopping and mincing. Les soeurs Scotto make use of blenders and food processors when needed.Copyright 1989 Reed Business Information, Inc.",NULL
0002008505,The Space Between,4.74,http://ecx.images-amazon.com/images/I/51vBUqYsmcL.jpg,NULL,NULL
0002152975,George MacLeod: Founder of the Iona Community,NULL,http://ecx.images-amazon.com/images/I/91gauUsuifL.jpg,NULL,NULL
000215644X,Paul: Envoy Extraordinary,NULL,http://ecx.images-amazon.com/images/I/51EaldUS7eL.jpg,NULL,NULL
0002150514,"Scriptures, Sects and Visions: A Profile of Judaism from Ezra to the Jewish Revolts",17.1,http://ecx.images-amazon.com/images/I/312mHbkA40L.jpg,NULL,NULL
0002151634,A Day in the Life of California,14.29,http://ecx.images-amazon.com/images/I/91mT%2Bp1w8jL.jpg,NULL,NULL
000200724X,Causeway: A Passage from Innocence,NULL,http://ecx.images-amazon.com/images/I/512BKMBM9CL.jpg,NULL,NULL
0002159449,Kill the Messenger,NULL,http://ecx.images-amazon.com/images/I/51yRjQzPkFL.jpg,NULL,NULL
0002153904,Leontyne By Barge From London to Vienna,NULL,http://ecx.images-amazon.com/images/I/51vUyMmbdXL.jpg,NULL,NULL
0002119560,"Years of Endurance, 1793-1802",NULL,http://ecx.images-amazon.com/images/I/51gqDKPss9L.jpg,NULL,NULL
0002162989,The Great Gunnery Scandal: The Mystery of Jutland,NULL,http://ecx.images-amazon.com/images/I/81RoI5asdzL.jpg,NULL,NULL
0002163519,Scotland's Story,NULL,http://ecx.images-amazon.com/images/I/511Xk-JEJVL.jpg,NULL,NULL
0002157330,Younghusband: The Last Great Imperial Adventurer,11.09,http://ecx.images-amazon.com/images/I/51frAAbdkjL.jpg,"&#8220;A glorious biography&#8212;they don&#8217;t come any more enjoyable than this.&#8221; --Jan Morris, Independent&#8220;Breathtakingly accomplished&#8230; One of the year&#8217;s most thrilling biographies.&#8221; --The Observer--This text refers to an out of print or unavailable edition of this title.",NULL
0002160560,Byron of the Wager,NULL,http://ecx.images-amazon.com/images/I/41h2jU5wjTL.jpg,NULL,NULL
0002118572,Time and Chance: An Autobiography,13.0,http://ecx.images-amazon.com/images/I/41NxCmZSu-L.jpg,NULL,NULL
000215949X,Mexico The Beautiful Cookbook: Authentic Recipes from the Regions of Mexico,22.94,http://ecx.images-amazon.com/images/I/5159ZN5BGAL.jpg,"The latest addition to this popular series is a colorful guide to Mexico's diverse regional cuisine. Palazuelos is an experienced chef/caterer, and her recipes are inviting, her headnotes informative; Ignacio Urquiza's photographs of the food are eyecatching but uncontrived. There are many unusual dishes here, both traditional and contemporary, and most are far more sophisticated than the Tex-Mex fare many Americans identify as Mexican food. A good companion to Patricia Quintana's The Taste of Mexico ( LJ 12/86); recommended for most collections.Copyright 1991 Reed Business Information, Inc.",NULL
0002161508,The hundred days of Darien,NULL,http://ecx.images-amazon.com/images/I/51CYPStnAJL.jpg,NULL,NULL
000215420X,Tank versus tank: The illustrated story of armored battlefield conflict in the twentieth century,NULL,http://ecx.images-amazon.com/images/I/81sevz5BHdL.jpg,NULL,NULL
0002151448,Conversion: A Spiritual Journey,17.1,http://ecx.images-amazon.com/images/I/41DYPRQwUSL.jpg,NULL,NULL
0002159260,Fatal Decision Anzio and the Battle for Rome,NULL,http://ecx.images-amazon.com/images/I/5149ozqH6DL.jpg,NULL,NULL
0002111713,The deadly stroke,9.59,http://ecx.images-amazon.com/images/I/5131aaR5gCL.jpg,NULL,NULL
0002166453,Paris in the Third Reich,13.31,http://ecx.images-amazon.com/images/I/51v1A%2BU7K2L.jpg,NULL,NULL
0002166992,Silver Linings: Stories,NULL,http://ecx.images-amazon.com/images/I/51fuxD4hb2L.jpg,NULL,NULL
0002154579,Letters to Leontine Zanta,NULL,http://ecx.images-amazon.com/images/I/A1%2BNXqYog9L.jpg,"Text: English, French (translation)",NULL
000216843X,The Agatha Christie Crossword Puzzle Book,NULL,http://ecx.images-amazon.com/images/I/517M7T%2Bx8CL.jpg,NULL,NULL
0002153211,A Day in the Life of China,NULL,http://ecx.images-amazon.com/images/I/81zuAxYxWGL.jpg,"Ninety photographers (60 Western, 30 Chinese) fanned out across China on a single day--April 15, 1989--to take the pictures that make up this rare, candid glimpse of the world's most populous nation. The photos show us villages and farms and take us into homes, schools and factories. From a kaleidoscope of images--rice-planting brigades, a defendant in the dock on trial for murder, yaks on Main Street in one city--we get a feel for the contradictions and pressures of a modernizing society. Many of the photos are exceptionally beautiful; taken together, they reveal the diversity of this vast country, moving from the tent-like yurts of Mongolian nomads to a Tantric Buddhist monastery in occupied Tibet. The photo-essay concludes with a glimpse of protest posters that went up at Beijing University as students began to occupy Tiananmen Square, a tragically ironic conclusion in light of events that followed. First serial to Time; author tour.Copyright 1989 Reed Business Information, Inc.",NULL
0002159996,China The Beautiful Cookbook,NULL,http://ecx.images-amazon.com/images/I/41K51X8A9EL.jpg,NULL,NULL
0002158442,Witches and Neighbours: The Social and Cultural Context of European Witchcraft,105.56,http://ecx.images-amazon.com/images/I/A1YHSFYn%2BOL.jpg,"""In this learned and meticulously researched book, Robin Briggs lays to rest many of the modern myths about the witch craze, without in any way diminishing its horror... Briggs skilfully shows how the myths of witchcraft were linked with fundamental human experiences of pain and anxiety... Lucid and important.""Karen Armstrong, The Times&lt;!--end--&gt;""Briggs provides a fascinating psychological insight into the ideological system that produced the trials. To understand them within their own historical context, he argues, is to realize that a belief in the witches' power was neither irrational nor absurd... the evidence from this compelling book suggests that human actions are far more determined by irrational fears than our social selves are willing to accept.""Julia Wheelwright, New Statesman""I salute [Briggs's] rigorous and thoughtful scholarship.""James Morrow, The Guardian--This text refers to an alternateHardcoveredition.",NULL
0002117053,Rommel: The Desert Fox,10.99,http://ecx.images-amazon.com/images/I/51CQEBfgTML.jpg,NULL,NULL
0002163659,Kiri: The Authorized Biography of Kiri Te Kanawa,NULL,http://ecx.images-amazon.com/images/I/41T4ETmRTxL.jpg,NULL,NULL
0002157977,Secret Alliance,NULL,http://ecx.images-amazon.com/images/I/61PdtRJSHEL.jpg,NULL,NULL
0002164639,Dog-lover's Coffee-table Book,30.74,NULL,NULL,NULL
0002161621,Hill of Kronos,20.39,NULL,NULL,NULL
0002164248,THE AUSTRALIAN BEACHCOMBER,NULL,NULL,NULL,NULL
0002167859,Sons of Zulu,NULL,http://ecx.images-amazon.com/images/I/91ZzlJImdPL.jpg,NULL,NULL
0002161362,A Song In Siberia - The True Story Of A Russian Church That Could Not Be Silenced,NULL,http://ecx.images-amazon.com/images/I/51Ra3SUfF8L.jpg,NULL,NULL
0002166658,Steaming to Bamboola: The World of a Tramp Freighter,NULL,http://ecx.images-amazon.com/images/I/A1-VN7QM%2B3L.jpg,NULL,NULL
000215854X,America: The Beautiful Cookbook,NULL,http://ecx.images-amazon.com/images/I/21DVRx7iZ0L.jpg,"Fifth in the series that includes the best-selling Italy the Beautiful (Knapp, 1988) and France the Beautiful ( LJ 10/15/89), this big picture book features traditional recipes from around the country, very brief introductions to the various regions, and lots of color photographs. Recipes--grouped by courses of a meal rather than region--give little sense of regional identity; most are familiar and available elsewhere; the blown-up food photographs are more interesting than the postcard views of the country. Buy for demand. Better Homes & Gardens Book Club selection.Copyright 1990 Reed Business Information, Inc.",NULL
000215921X,The World at My Feet,NULL,http://ecx.images-amazon.com/images/I/41bixlFPQ6L.jpg,NULL,NULL
0002158000,Three Nights in Havana,8.89,http://ecx.images-amazon.com/images/I/51MWOHnKFIL.jpg,NULL,NULL
